Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,545.95,Denied,0
ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Other,150,Approved,150
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),87.26,Settled,43.63
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Locks,5.95,Denied,0
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Property Damage,Checked Baggage,Other,23.09,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Other,125,Settled,107.29
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,88.68,Settled,44.34
ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,478.21,Settled,114.65
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),66.5,Settled,50
ABQ,Albuquerque International Sunport Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,15.21,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",190,Settled,80
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,60,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,200,Settled,100
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,5.38,Approved,5.38
ABQ,Albuquerque International Sunport Airport,America West,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",49,Approved,49
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,10,Approved,10
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),154.73,Settled,73.5
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,225.3,Settled,178.98
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),80,Denied,0
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,759.95,Settled,485.17
ABQ,Albuquerque International Sunport Airport,America West,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1036.35,Denied,0
ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checked Baggage,Locks,15,Approved,15
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1000,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,16.46,Approved,16.46
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",175,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,402.08,Denied,0
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,1078,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,200,Approved,200
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Property Damage,Checked Baggage,Other,200,Approved,200
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,209.85,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,399.95,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,13700,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",985,Denied,0
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,63.87,Approved,63.87
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,149,Approved,149
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1664.94,Settled,647.09
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,89.96,Approved,89.96
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,140,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",115.56,Approved,115.56
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.36,Settled,24.5
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,8000,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,8740.25,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),42.59,Approved,42.59
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,2,Approved,2
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),189,Denied,0
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,2145.8,Denied,0
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",3040,Denied,0
ABQ,Albuquerque International Sunport Airport,America West,Passenger Property Loss,Checked Baggage,Locks,8.36,Approved,8.36
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,2000,Settled,443.5
ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checked Baggage,Other,500,Settled,100
ABQ,Albuquerque International Sunport Airport,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),150,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),755,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125,Settled,50
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,55,Approved,55
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,33,Approved,33
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,300,Denied,0
ABQ,Albuquerque International Sunport Airport,American West,Property Damage,Checked Baggage,Other,195.25,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Other,1600,Denied,0
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,6.4,Approved,6.4
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,171.32,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,260,Approved,260
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,216.97,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,9.63,Approved,9.63
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checkpoint,Handbags & Purses (leather or fabric),75,Approved,75
ABQ,Albuquerque International Sunport Airport,America West,Passenger Property Loss,Checked Baggage,Currency,300,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),98,Settled,50
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,43.29,Approved,43.29
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Clothing - Shoes, belts, accessories, etc.",99,Denied,0
ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),199.99,Approved,199.99
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Audio - Other (Phonograph, cassettes, etc), Cell Phones, MP3 Players-(iPods, etc)",360.7,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,"Computer - Laptop, Kitchen Utensils -Pots, Pans, Knives (heavy aluminum, cast iron, etc.), Luggage (all types including footlockers)",865,Denied,0
ABQ,Albuquerque International Sunport Airport,Continental Airlines,Property Damage,Checked Baggage,Other,45,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),40,Approved,40
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Other,314.94,Denied,0
ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,"MP3 Players-(iPods, etc)",416.65,Settled,365.14
ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",136.63,Denied,0
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,8.43,Approved,8.43
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),39.95,Approved,39.95
ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Alcoholic beverages,27.9,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,60,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,4.99,Approved,4.99
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Video Recordings (blank & commercial),600,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cell Phones",250,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",70,Approved,70
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Jewelry - Fine, Watches - Expensive more than $100",301,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $100 - $250,163.58,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,"Paintings and Pictures (including frames, etchings, photos, etc)",160,Approved,160
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checkpoint,Cell Phones,187.99,Settled,117.63
ABQ,Albuquerque International Sunport Airport,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),283.17,Settled,50
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),1180,Approved,1180
ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",42.33,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,270,Settled,245.79
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,"Clocks - Inexpensive ($75.00 or less), Clothing - Shoes, belts, accessories, etc.",49.28,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses), Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Jewelry - Fine",3000,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,8.63,Approved,8.63
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",16.4,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Clothing - Shoes, belts, accessories, etc., Luggage (all types including footlockers)",507,Settled,365.37
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,90,Denied,0
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checkpoint,"Dishes, Pottery, Glassware, Plasticware",1200,Denied,0
ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),43,Denied,0
ABQ,Albuquerque International Sunport Airport,USAir,Passenger Property Loss,Checked Baggage,Other,135.75,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),175,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,21.33,Denied,0
ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,280,Settled,257.35
ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Jewelry - Costume, Jewelry - Fine",300,Settled,150
